,Address,City,County,FRS Id,Facility Id,Facility Name,Is_Direct_Emitter,Is_Supplier,Latest Reported Industry Type (sectors),Latest Reported Industry Type (subparts),Latitude,Longitude,Parent Company,Parent Ownership %,Primary NAICS Code,State,Unnamed: 0,Last Reporting Year,Zip Code,Total Direct Emissions,Total Supplier Emissions,Total Emissions,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.
5442,4070 TRIDENT ROAD,THREE FORKS,GALLATIN COUNTY,110001473815.0,1006185,Trident,Yes,No,Minerals,"C,H",45.94942,-111.47501,GCC OF AMERICA INC,100.0,327310.0,MT,109764,2023,59752.0,4098386.338,0.0,4098386.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4098386.338,0.0,0.0,0.0,0.0,0.0
5443,7733 HIGHWAY 125,ELBA,COFFEE COUNTY,110041647411.0,1006186,COFFEE LANDFILL,Yes,No,Waste,HH,31.511427,-85.995735,COFFEE COUNTY COMMISSION,100.0,562212.0,AL,109765,2023,36323.0,1727778.75,0.0,1727778.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727778.75,0.0,0.0,0.0,0.0,0.0
5444,74 Street 1603,PISCATAWAY,MIDDLESEX COUNTY,110071161109.0,1006187,RUTGERS UNIVERSITY BUSCH - LIVINGSTON CAMPUSE,Yes,No,Other,C,40.517295,-74.430326,RUTGERS THE STATE UNIVERSITY OF NEW JERSEY,100.0,611310.0,NJ,109766,2023,8854.0,1420663.262,0.0,1420663.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420663.262,0.0,0.0,0.0,0.0,0.0
5445,2351 N 1100 W,SALT LAKE CITY,DAVIS COUNTY,110000469485.0,1006189,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,Yes,No,"Refineries,Waste","C,TT,Y",40.824668,-111.930772,CHEVRON CORP,100.0,324110.0,UT,109767,2023,84116.0,6685721.402,0.0,6685721.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6685721.402,0.0,0.0,0.0,0.0,0.0
5446,10400 WEST NORTH AVENUE,MELROSE PARK,COOK COUNTY,110000888736.0,1006190,NAVISTAR INC,Yes,No,Other,C,41.910914,-87.878015,NAVISTAR INTERNATIONAL CORP,100.0,541380.0,IL,85561,2020,60160.0,259507.932,0.0,259507.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259507.932,0.0,0.0,0.0,0.0,0.0
5447,11405 ISLAND DRIVE,JACKSONVILLE,DUVAL,110009076338.0,1006191,JACKSONVILLE N SANITARY LANDFILL,Yes,No,Waste,HH,30.441998,-81.554237,CITY OF JACKSONVILLE,100.0,562212.0,FL,36700,2014,32225.0,381228.5,0.0,381228.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381228.5,0.0,0.0,0.0,0.0,0.0
5448,707 ARLINGTON PL,STEVENS POINT,PORTAGE COUNTY,110000544215.0,1006193,STEVENS POINT MILL,Yes,No,Pulp and Paper,C,44.51942,-89.58392,PIXELLE SPECIALTY SOLUTIONS INC,100.0,322120.0,WI,109768,2023,54481.0,1162044.028,0.0,1162044.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1162044.028,0.0,0.0,0.0,0.0,0.0
5449,750 PROGRESS ST,HILLMAN,MONTMORENCY COUNTY,110001840900.0,1006194,HILLMAN POWER COMPANY,Yes,No,Power Plants,C,45.0688,-83.893158,FORTISTAR LLC,100.0,221117.0,MI,77445,2019,49746.0,244514.522,0.0,244514.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244514.522,0.0,0.0,0.0,0.0,0.0
5450,350 HORSEBLOCK RD,YAPHANK,SUFFOLK,110019538231.0,1006196,BROOKHAVEN LANDFILL & RECYCLING AREA,Yes,No,Waste,"C,HH",40.797178,-72.930442,Town of Brookhaven,100.0,562212.0,NY,20069,2012,11980.0,6815.5380000000005,0.0,6815.5380000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6815.5380000000005,0.0,0.0,0.0,0.0,0.0
5451,104 EAST ROBINSON ROAD,IMPERIAL,IMPERIAL COUNTY,110001167745.0,1006197,ALLIED IMPERIAL LANDFILL,Yes,No,Waste,HH,32.854701,-115.52505,REPUBLIC SERVICES INC,100.0,562212.0,CA,109769,2023,92251.0,225014.25,0.0,225014.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225014.25,0.0,0.0,0.0,0.0,0.0
5452,"300 E. University Drive, Suite 320",TEMPE,MARICOPA COUNTY,110071161153.0,1006199,ARIZONA STATE UNIVERSITY,Yes,No,Other,C,33.42195,-111.935,ARIZONA STATE UNIVERSITY,100.0,611310.0,AZ,109770,2023,85281.0,699231.51,0.0,699231.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699231.51,0.0,0.0,0.0,0.0,0.0
5453,22481 E DEEP WELL RANCH,ELOY,PINAL COUNTY,110040893245.0,1006201,CACTUS LANDFILL,Yes,No,Waste,"C,HH",32.774244,-111.32412,REPUBLIC SERVICES INC,100.0,562212.0,AZ,109771,2023,85231.0,755754.21185,0.0,755754.21185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755754.21185,0.0,0.0,0.0,0.0,0.0
5454,6040 US 42 E,CARROLLTON,CARROLL COUNTY,110043807495.0,1006202,CERTAINTEED GYPSUM & CEILING MFG INC,Yes,No,Minerals,C,38.71793,-85.092051,SAINT-GOBAIN CORP,100.0,327420.0,KY,109772,2023,41008.0,785554.4,0.0,785554.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785554.4,0.0,0.0,0.0,0.0,0.0
5455,8664 RD P,LIBERAL,SEWARD COUNTY,110032953294.0,1006203,ARKALON ETHANOL LLC,Yes,Yes,"Other,Suppliers of CO2","C,PP",37.107705,-100.796294,CONESTOGA ENERGY HOLDINGS LLC,100.0,325193.0,KS,109773,2023,67901.0,1555085.046,0.0,1555085.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555085.046,0.0,0.0,0.0,0.0,0.0
5456,3550 E WASHINGTON ST,EAST PEORIA,TAZEWELL COUNTY,110001349416.0,1006204,TAZEWELL RECYCLING & DISPOSAL FACILITY,Yes,No,Waste,"C,HH",40.67536,-89.50504,WASTE MANAGEMENT INC,100.0,562212.0,IL,109774,2023,61611.0,87342.898048,0.0,87342.898048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87342.898048,0.0,0.0,0.0,0.0,0.0
5457,140 MOORE AVE,OLEAN,Cattaraugus,110001596381.0,1006205,Indeck-Olean Energy Center,Yes,No,Power Plants,"C,D",42.0875,-78.4578,INDECK ENERGY SERVICES INC,100.0,221112.0,NY,109775,2023,14760.0,1027345.378,0.0,1027345.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027345.378,0.0,0.0,0.0,0.0,0.0
5458,26050 S NatureSweet Avenue,Willcox,COCHISE COUNTY,110071160805.0,1006206,NatureSweet USA LLC. - Willcox Facility,Yes,No,Other,C,32.422926,-110.044966,NATURESWEET USA LLC,100.0,111419.0,AZ,109776,2023,85643.0,555606.728,0.0,555606.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555606.728,0.0,0.0,0.0,0.0,0.0
5459,9 S 610 Greene Road,Naperville,DUPAGE COUNTY,110002389898.0,1006207,WM of IL - Greene Valley RDF,Yes,No,Waste,"C,HH",41.733948,-88.084824,FOREST PRESERVE DISTRICT OF DU,100.0,562212.0,IL,109777,2023,60565.0,604629.891808,0.0,604629.891808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604629.891808,0.0,0.0,0.0,0.0,0.0
5460,1251 BEAVER CHANNEL PARKWAY,CLINTON,CLINTON COUNTY,110000415630.0,1006208,ADM CORN PROCESSING,Yes,No,"Other,Waste","C,TT",41.8196,-90.2122,ARCHER DANIELS MIDLAND CO,100.0,311221.0,IA,109778,2023,52732.0,28668603.697,0.0,28668603.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28668603.697,0.0,0.0,0.0,0.0,0.0
5461,2449 Stagecoach Road,Oglethorpe,MACON COUNTY,110056968045.0,1006209,International Paper - Flint River Mill,Yes,No,"Pulp and Paper,Waste","AA,C,TT",32.253889,-84.068417,INTERNATIONAL PAPER CO,100.0,322110.0,GA,109779,2023,31068.0,1730477.816,0.0,1730477.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730477.816,0.0,0.0,0.0,0.0,0.0
5462,208 RENAUD DR,LAFAYETTE,Lafayette,110022291358.0,1006210,T J Labbe Electric Generating Station,Yes,No,Power Plants,D,30.2554,-92.0433,LAFAYETTE CITY PARISH CONSOLIDATED GOVERNMENT,100.0,221112.0,LA,109780,2023,70507.0,415731.94800000003,0.0,415731.94800000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415731.94800000003,0.0,0.0,0.0,0.0,0.0
5463,4907 55th Ave W Progress Park,Muscatine,MUSCATINE COUNTY,110037144079.0,1006211,"Potters Industries, Inc. - Muscatine, IA",Yes,No,Minerals,C,41.36983,-91.11368,POTTERS INTERMEDIATE HOLDINGS LP,100.0,327215.0,IA,109781,2023,52761.0,388455.632,0.0,388455.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388455.632,0.0,0.0,0.0,0.0,0.0
5464,3250 LINEBAUGH ROAD,XENIA,GREENE COUNTY,110000394056.0,1006212,Fairborn Cement Company LLC,Yes,No,Minerals,H,39.7779,-83.9661,EAGLE MATERIALS INC,100.0,327310.0,OH,109782,2023,45385.0,6652034.654,0.0,6652034.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6652034.654,0.0,0.0,0.0,0.0,0.0
5465,469 Yellow Cut Rd.,Rose Hill,DUPLIN COUNTY,110070834613.0,1006213,"Darling Ingredients, Inc. - Rose Hill",Yes,No,Other,C,34.838207,-78.035053,DARLING INGREDIENTS INC,100.0,311613.0,NC,109783,2023,28458.0,493523.898,0.0,493523.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493523.898,0.0,0.0,0.0,0.0,0.0
5466,200 BIG SANDY RIVER ROAD,KENOVA,WAYNE COUNTY,110043805950.0,1006214,BRASKEM AMERICA NEAL PLANT,Yes,No,Other,C,38.355722,-82.594836,BRASKEM AMERICA INC,100.0,325211.0,WV,109784,2023,25530.0,373988.754,0.0,373988.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373988.754,0.0,0.0,0.0,0.0,0.0
5467,1595 SAN ELIJO ROAD,SAN MARCOS,SAN DIEGO COUNTY,110070089964.0,1006215,SAN MARCOS LANDFILL,Yes,No,Waste,HH,33.10357,-117.17838,SAN DIEGO COUNTY DEPARTMENT OF PUBLIC WORKS,100.0,562212.0,CA,109785,2023,92069.0,79577.25,0.0,79577.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79577.25,0.0,0.0,0.0,0.0,0.0
5468,7040 North Hwy 59,Merced,MERCED COUNTY,110043972804.0,1006216,Highway 59 Landfill,Yes,No,Waste,HH,37.3939,-120.4981,MERCED REGIONAL WASTE MANAGEMENT AUTHORITY,100.0,562212.0,CA,109786,2023,95348.0,365792.25,0.0,365792.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365792.25,0.0,0.0,0.0,0.0,0.0
5469,409 DEADWOOD AVENUE,RAPID CITY,PENNINGTON COUNTY,110012375599.0,1006217,BLACK HILLS CORPORATION - BEN FRENCH POWER PLANT,Yes,No,Power Plants,C,44.0874,-103.2627,BLACK HILLS CORP,100.0,221112.0,SD,53306,2016,57702.0,771072.466,0.0,771072.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771072.466,0.0,0.0,0.0,0.0,0.0
5470,17173 Billy Wright Road,Los Banos,MERCED COUNTY,110013967047.0,1006218,Billy Wright Landfill,Yes,No,Waste,HH,37.0388,-120.9729,MERCED COUNTY REGIONAL WASTE MANAGEMENT AUTHORITY,100.0,562212.0,CA,109787,2023,93522.0,432026.749975,0.0,432026.749975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432026.749975,0.0,0.0,0.0,0.0,0.0
5471,1/4 MI E OF HWY81 ON SW29TH,UNION CITY,CANADIAN COUNTY,110063666803.0,1006219,Oklahoma Environmental Management Authority Landfill,Yes,No,Waste,HH,35.394692,-97.940789,OKLAHOMA ENVIRONMENTAL MANAGEMENT AUTHORITY LLC,100.0,562212.0,OK,109788,2023,73090.0,999551.25,0.0,999551.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999551.25,0.0,0.0,0.0,0.0,0.0
5472,10650      HARFORD ROAD,GLEN ARM,BALTIMORE COUNTY,110002020651.0,1006220,CONSTELLATION POWER SOURCE GENERATION - NOTCH CLIFF,Yes,No,Power Plants,C,39.4217,-76.5087,EXELON CORP,100.0,221112.0,MD,85583,2020,21057.0,195860.15600000002,0.0,195860.15600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195860.15600000002,0.0,0.0,0.0,0.0,0.0
5473,150 ROUNTREE LANE,WATSONVILLE,SANTA CRUZ COUNTY,110017973291.0,1006221,BUENA VISTA DRIVE SANITARY LANDFILL,Yes,No,Waste,HH,36.91657,-121.81525,COUNTY OF SANTA CRUZ DEPARTMENT OF PUBLIC WORKS,100.0,562212.0,CA,109789,2023,95076.0,413673.75,0.0,413673.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413673.75,0.0,0.0,0.0,0.0,0.0
5474,52 LANDFILL ROAD,LELAND,WASHINGTON COUNTY,110060394933.0,1006223,BIG RIVER LANDFILL,Yes,No,Waste,HH,33.3955,-90.90665,REPUBLIC SERVICES INC,100.0,562212.0,MS,109790,2023,38756.0,2312905.111725,0.0,2312905.111725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312905.111725,0.0,0.0,0.0,0.0,0.0
5475,6288 Salt Road,KENNEDALE,TARRANT COUNTY,110043781921.0,1006224,CITY OF FORT WORTH SOUTHEAST LANDFILL,Yes,No,Waste,HH,32.64838,-97.23834,CITY OF FORT WORTH TEXAS,100.0,562212.0,TX,109791,2023,76140.0,1971810.2452,0.0,1971810.2452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971810.2452,0.0,0.0,0.0,0.0,0.0
5476,,Tilden,MCMULLEN COUNTY,110071162383.0,1006225,Tilden Gas Plant,Yes,No,"Injection of CO2,Petroleum and Natural Gas Systems","C,UU,W-PROC",28.409989,-98.530139,ENERGY TRANSFER LP,100.0,211130.0,TX,109792,2023,78072.0,1453135.446,0.0,1453135.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453135.446,0.0,0.0,0.0,0.0,0.0
5477,1880 FM 2924,KARNES CITY,KARNES,110001995244.0,1006226,Fashing Gas Plant,Yes,No,Petroleum and Natural Gas Systems,C,28.817932,-98.164803,REGENCY ENERGY PARTNERS LP,100.0,211111.0,TX,45199,2015,78118.0,287189.344,0.0,287189.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287189.344,0.0,0.0,0.0,0.0,0.0
5478,1102 Landfill Road,Kilgore,GREGG COUNTY,110060812964.0,1006227,Pinehill Landfill,Yes,No,Waste,HH,32.4379,-94.82405,FOUR S OIL CO INC,100.0,562212.0,TX,109793,2023,75603.0,1750758.996275,0.0,1750758.996275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750758.996275,0.0,0.0,0.0,0.0,0.0
5479,"BO AGUIRRE, RD #3 HECTOMETRO 7",SALINAS,SALINAS MUNICIPIO,110071160459.0,1006228,Salinas Landfill,Yes,No,Waste,HH,17.977466,-66.297946,MUNICIPALITY OF SALINAS,100.0,562212.0,PR,109794,2023,751.0,1359557.3925,0.0,1359557.3925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359557.3925,0.0,0.0,0.0,0.0,0.0
5480,1189 HENRICO RD,CONLEY,DEKALB COUNTY,110006396033.0,1006229,LIVE OAK LANDFILL & RECYLING CENTER,Yes,No,Waste,"C,HH",33.67103,-84.34245,WASTE MANAGEMENT INC,100.0,562212.0,GA,109795,2023,30288.0,164975.29595,0.0,164975.29595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164975.29595,0.0,0.0,0.0,0.0,0.0
5481,1013 North Piedmont Avenue,Kings Mounatin,CLEVELAND COUNTY,110071161144.0,1006230,City of Kings Mountain Natural Gas System,No,Yes,,NN-LDC,35.257971,-81.336962,CITY OF KINGS MOUNTAIN NORTH CAROLINA,100.0,221210.0,NC,109796,2023,28086.0,0.0,6601547.199999999,6601547.199999999,0.0,0.0,0.0,0.0,6601547.199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5482,1584 SOUTH 22ND STREET,FORT DODGE,WEBSTER COUNTY,110022725988.0,1006231,Gold Bond - FTD Plant,Yes,No,Minerals,C,42.486633,-94.167739,SPANGLER COMPANIES INC,100.0,327420.0,IA,109797,2023,50501.0,607721.412,0.0,607721.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607721.412,0.0,0.0,0.0,0.0,0.0
5483,,ELBERTA,Juab,,1006232,ELBERTA COMPRESSOR STATION,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",39.4536,-111.9861,BERKSHIRE HATHAWAY INC,100.0,486210.0,UT,109798,2023,84626.0,985809.414,0.0,985809.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985809.414,0.0,0.0,0.0,0.0,0.0
5484,1300 MARION AGOSTA ROAD,MARION,MARION COUNTY,110000382906.0,1006233,WHIRLPOOL CORP MARION DIVISION *,Yes,No,Other,C,40.58618,-83.15968,WHIRLPOOL CORP,100.0,335224.0,OH,45206,2015,43301.0,134696.294,0.0,134696.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134696.294,0.0,0.0,0.0,0.0,0.0
5485,8401 SECOND AVENUE,LEEDS,JEFFERSON COUNTY,110038165936.0,1006234,HM Cement Southeast LLC,Yes,No,Minerals,"C,H",33.5401,-86.5435,HEIDELBERG MATERIALS US CEMENT LLC,100.0,327310.0,AL,109799,2023,35094.0,7837908.084,0.0,7837908.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7837908.084,0.0,0.0,0.0,0.0,0.0
5486,404 ANDERSON STREET,GLASGOW,ROCKBRIDGE COUNTY,110002083922.0,1006235,Aladdin Manufacturing - Glasgow facility,Yes,No,Other,C,37.636093,-79.446451,MOHAWK INDUSTRIES INC,100.0,314110.0,VA,85595,2020,24555.0,212285.108,0.0,212285.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212285.108,0.0,0.0,0.0,0.0,0.0
5487,100 Water Tower Place,ATLANTA,DEKALB COUNTY,110071161735.0,1006236,EMORY UNIVERSITY,Yes,No,Other,C,33.7981,-84.325937,EMORY UNIVERSITY,100.0,611310.0,GA,109800,2023,30322.0,704663.642,0.0,704663.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704663.642,0.0,0.0,0.0,0.0,0.0
5488,417 SOLID WASTE RD,WASHINGTON,ST. LANDRY PARISH,110027225321.0,1006238,ST LANDRY PARISH LANDFILL,Yes,No,Waste,HH,30.6833,-92.060059,ST LANDRY PARISH WASTE DISPOSAL DISTRICT,100.0,562111.0,LA,109801,2023,70589.0,826928.35,0.0,826928.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826928.35,0.0,0.0,0.0,0.0,0.0
5489,863 E. MEADOW RD.,EDEN,ROCKINGHAM COUNTY,110000346000.0,1006239,MILLERCOORS LLC - EDEN BREWERY,Yes,No,Other,C,36.51511,-79.71582,MILLERCOORS LLC,100.0,312120.0,NC,45211,2015,27288.0,446931.06799999997,0.0,446931.06799999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446931.06799999997,0.0,0.0,0.0,0.0,0.0
5490,1530 NC HIGHWAY 306 South,AURORA,BEAUFORT COUNTY,110000586376.0,1006242,PCS PHOSPHATE COMPANY INCORPORATED,Yes,No,Chemicals,"C,Z",35.37745,-76.778816,NUTRIEN US CORP A INC,100.0,325312.0,NC,109802,2023,27806.0,5357090.702,0.0,5357090.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5357090.702,0.0,0.0,0.0,0.0,0.0
5491,3801 DAL-TILE RD,MUSKOGEE,MUSKOGEE COUNTY,110020515138.0,1006243,DAL-ITALIA,Yes,No,Minerals,C,35.70651,-95.38611,MOHAWK INDUSTRIES INC,100.0,327120.0,OK,109803,2023,74401.0,958445.306,0.0,958445.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958445.306,0.0,0.0,0.0,0.0,0.0
5492,,OFFSHORE,,110002690794.0,1006244,PLATFORM HARVEST,Yes,No,Petroleum and Natural Gas Systems,"C,W-OFFSH",34.468333,-120.680833,FREEPORT-MCMORAN INC,69.34,211120.0,CA,77483,2019,0.0,473424.042,0.0,473424.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473424.042,0.0,0.0,0.0,0.0,0.0
5493,203W 1100N,LINDEN,MONTGOMERY COUNTY,110028090606.0,1006245,Valero Linden Plant,Yes,No,Other,C,40.197778,-86.910833,VALERO ENERGY CORP,100.0,325193.0,IN,109804,2023,47955.0,2419686.43,0.0,2419686.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419686.43,0.0,0.0,0.0,0.0,0.0
5494,500 UNIVERSITY DRIVE,HERSHEY,DAUPHIN COUNTY,110000841527.0,1006246,PENN STATE MILTON S HERSHEY MED CTR,Yes,No,Other,C,40.26443,-76.67393,THE PENNSYLVANIA STATE UNIVERSITY,100.0,622110.0,PA,109805,2023,17033.0,514014.056,0.0,514014.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514014.056,0.0,0.0,0.0,0.0,0.0
5495,1088 Germany Valley Limestone Rd,RIVERTON,PENDLETON COUNTY,110043791698.0,1006247,Riverton Facility,Yes,No,Minerals,"C,S",38.793745,-79.481638,GREER INDUSTRIES INC,100.0,327410.0,WV,109806,2023,26814.0,4789610.818,0.0,4789610.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4789610.818,0.0,0.0,0.0,0.0,0.0
5496,2301 SOUTH NEWKIRK STREET,BALTIMORE,BALTIMORE CITY,110001251797.0,1006248,Gold Bond - BAL Plant,Yes,No,Minerals,C,39.26378,-76.55527,SPANGLER COMPANIES INC,100.0,327420.0,MD,109807,2023,21224.0,1090863.992,0.0,1090863.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090863.992,0.0,0.0,0.0,0.0,0.0
5497,,CAMPTI,NATCHITOCHES,110043797843.0,1006249,CROSSTEX LIG LLC - RED RIVER COMPRESSOR,Yes,No,Petroleum and Natural Gas Systems,"C,W-PROC",31.849383,-93.076622,EnLink Midstream,100.0,486210.0,LA,45219,2015,71411.0,125434.89199999999,0.0,125434.89199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125434.89199999999,0.0,0.0,0.0,0.0,0.0
5498,8100 BIG LAKE ROAD,LAKE CHARLES,CALCASIEU PARISH,110001269412.0,1006250,TRUNKLINE LNG CO LLC - LAKE CHARLES LNG RECEIVING TERMINAL,Yes,Yes,Petroleum and Natural Gas Systems,W-LNGIE,30.110235,-93.282678,"ENERGY TRANSFER PARTNERS, LP",100.0,486210.0,LA,36750,2014,70605.0,26309.106,316463.0,342772.106,0.0,0.0,0.0,0.0,0.0,316463.0,0.0,26309.106,0.0,0.0,0.0,0.0,0.0
5499,890 E1500N RD,TAYLORVILLE,CHRISTIAN COUNTY,110018353618.0,1006251,FIVE OAKS RECYCLING & DISPOSAL FACILITY,Yes,No,Waste,"C,HH",39.56,-89.3725,WASTE MANAGEMENT INC,100.0,562212.0,IL,109808,2023,62568.0,449352.561054,0.0,449352.561054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449352.561054,0.0,0.0,0.0,0.0,0.0
5500,2001 CHARLES CITY RD,RICHMOND,RICHMOND CITY,110001907866.0,1006252,OLD DOMINION LANDFILL,Yes,No,Waste,HH,37.58991,-77.52987,REPUBLIC SERVICES INC,100.0,562212.0,VA,109809,2023,23231.0,1234634.5,0.0,1234634.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234634.5,0.0,0.0,0.0,0.0,0.0
5501,117 GULICK ST,BLOSSBURG,TIOGA COUNTY,110009158883.0,1006253,WARD MANUFACTURING LLC,Yes,No,Metals,C,41.67194,-77.06143,HITACHI METALS AMERICA LTD,100.0,331511.0,PA,109810,2023,16912.0,287634.396,0.0,287634.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287634.396,0.0,0.0,0.0,0.0,0.0
5502,,LA GRANGE,FAYETTE COUNTY,110071159295.0,1006255,LAGRANGE PLANT,Yes,No,Petroleum and Natural Gas Systems,"C,W-PROC",30.006,-96.8885,ENERGY TRANSFER LP,100.0,211130.0,TX,109811,2023,78945.0,2263726.798,0.0,2263726.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2263726.798,0.0,0.0,0.0,0.0,0.0
5503,4200 HWY 190 W,DERIDDER,BEAUREGARD PARISH,110006020028.0,1006256,PACKAGING CORPORATION OF AMERICA,Yes,No,"Pulp and Paper,Waste","AA,C,TT",30.8627,-93.3751,PACKAGING CORP OF AMERICA,100.0,322130.0,LA,109812,2023,70634.0,3371426.842,0.0,3371426.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3371426.842,0.0,0.0,0.0,0.0,0.0
5504,3198 CS 2910,Ninnekah,GRADY COUNTY,110071160843.0,1006257,OKLAHOMA LNDFLL HOL/SOUTHERN PLAINS LNDF,Yes,No,Waste,"C,HH",34.913006,-97.91571,WASTE CONNECTIONS US INC,100.0,562212.0,OK,109813,2023,73067.0,946187.444,0.0,946187.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946187.444,0.0,0.0,0.0,0.0,0.0
5505,1016 CLARK St.,SIOUX CITY,WOODBURY COUNTY,110017419257.0,1006258,Cargill Incorporated,Yes,No,Other,C,42.501215,-96.391616,CARGILL INC,100.0,311224.0,IA,109814,2023,51102.0,841844.28,0.0,841844.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841844.28,0.0,0.0,0.0,0.0,0.0
5506,150 WEST WARRENVILLE ROAD,NAPERVILLE,DUPAGE COUNTY,110017300678.0,1006259,INEOS US Chemicals Company  Naperville Campus,Yes,No,Other,C,41.811258,-88.154641,INEOS USA LLC,100.0,541380.0,IL,109815,2023,60563.0,738322.246,0.0,738322.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738322.246,0.0,0.0,0.0,0.0,0.0
5507,2340 MOORESVILLE HWY,LEWISBURG,MARSHALL COUNTY,110070000653.0,1006260,CEDAR RIDGE LANDFILL,Yes,No,Waste,"C,HH",35.461944,-86.836944,WASTE MANAGEMENT INC,100.0,562212.0,TN,109816,2023,37091.0,230680.66525700002,0.0,230680.66525700002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230680.66525700002,0.0,0.0,0.0,0.0,0.0
5508,249 DUNHAM DRIVE,DUNMORE,LACKAWANNA COUNTY,110043813013.0,1006261,KEYSTONE SANITARY LANDFILL,Yes,No,Waste,"C,HH",41.427594,-75.592816,KEYSTONE SANITARY LANDFILL INC,100.0,562212.0,PA,109817,2023,18512.0,2250655.122,0.0,2250655.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250655.122,0.0,0.0,0.0,0.0,0.0
